ANDAR,CORREDOR,SKU,PECAS
0,49,SKU_99,321
0,49,SKU_951,34
0,49,SKU_791,144
0,49,SKU_2057,18
0,49,SKU_19642,295
0,49,SKU_19644,284
0,49,SKU_20029,150
0,50,SKU_19335,1
0,50,SKU_19454,274
0,50,SKU_21,2
0,50,SKU_17025,63
0,50,SKU_17026,90
0,50,SKU_19343,1
0,50,SKU_17067,40
0,50,SKU_1278,1
0,50,SKU_17090,120
0,50,SKU_17071,567
0,50,SKU_17035,96
0,50,SKU_17093,143
0,50,SKU_18097,87
0,50,SKU_17183,20
0,50,SKU_17264,89
0,50,SKU_19433,34
0,51,SKU_20384,2
0,51,SKU_13348,1
0,51,SKU_19431,31
0,51,SKU_19471,86
0,51,SKU_19474,80
0,51,SKU_1545,8
0,51,SKU_13282,14
0,51,SKU_712,62
0,51,SKU_19207,43
0,51,SKU_740,36
0,51,SKU_743,8
0,51,SKU_3134,37
0,51,SKU_13058,106
0,51,SKU_19725,35
0,51,SKU_2825,77
0,51,SKU_2826,165
0,51,SKU_2539,64
0,51,SKU_2541,71
0,51,SKU_2542,170
0,51,SKU_2543,137
0,51,SKU_951,79
0,51,SKU_3286,20
0,51,SKU_799,50
0,51,SKU_816,292
0,51,SKU_818,56
0,51,SKU_5339,87
0,51,SKU_19668,82
0,51,SKU_17767,131
0,51,SKU_17534,80
0,51,SKU_19293,60
0,51,SKU_20029,43
0,52,SKU_17046,93
0,52,SKU_17023,80
0,52,SKU_187,6
0,52,SKU_17035,66
0,52,SKU_17954,7
0,52,SKU_17093,1
0,52,SKU_18030,72
0,52,SKU_158,2
0,52,SKU_17111,75
0,52,SKU_530,3
0,52,SKU_21541,1
0,52,SKU_5562,1
0,52,SKU_9203,1
0,53,SKU_19449,8
0,53,SKU_19416,80
0,53,SKU_19497,19
0,53,SKU_13037,14
0,53,SKU_21841,19
0,53,SKU_3140,17
0,53,SKU_96,127
0,53,SKU_100,2
0,53,SKU_951,70
0,53,SKU_784,282
0,53,SKU_787,48
0,53,SKU_788,43
0,53,SKU_799,55
0,53,SKU_815,347
0,53,SKU_816,64
0,53,SKU_5320,224
0,53,SKU_5339,147
0,53,SKU_5340,64
0,53,SKU_5342,89
0,53,SKU_410,84
0,53,SKU_835,56
0,53,SKU_837,58
0,53,SKU_3487,82
0,53,SKU_19668,120
0,53,SKU_19671,253
0,53,SKU_19672,61
0,53,SKU_18632,60
0,53,SKU_17768,65
0,53,SKU_19280,77
0,53,SKU_19640,98
0,53,SKU_2809,65
0,53,SKU_20197,18
0,54,SKU_17046,491
0,54,SKU_17023,60
0,54,SKU_187,14
0,54,SKU_1278,1
0,54,SKU_17090,58
0,54,SKU_17071,106
0,54,SKU_17954,62
0,54,SKU_17093,106
0,54,SKU_18030,46
0,54,SKU_17109,36
0,54,SKU_17111,1027
0,54,SKU_17183,548
0,54,SKU_19372,1
0,54,SKU_1611,530
0,54,SKU_19519,208
0,54,SKU_17210,84
0,54,SKU_19227,189
0,55,SKU_19416,91
0,55,SKU_20384,1
0,55,SKU_17070,21
0,55,SKU_246,26
0,55,SKU_19431,54
0,55,SKU_19471,65
0,55,SKU_1545,84
0,55,SKU_20426,4
0,55,SKU_19375,23
0,55,SKU_1701,359
0,55,SKU_394,441
0,55,SKU_4976,1
0,55,SKU_14126,61
0,55,SKU_14238,52
0,55,SKU_13427,30
0,55,SKU_19207,1
0,55,SKU_19299,30
0,55,SKU_14095,157
0,55,SKU_2632,86
0,55,SKU_741,7
0,55,SKU_3135,9
0,55,SKU_3139,15
0,55,SKU_3140,71
0,55,SKU_13058,9
0,55,SKU_586,72
0,55,SKU_2542,179
0,55,SKU_780,60
0,55,SKU_4163,64
0,55,SKU_784,145
0,55,SKU_785,667
0,55,SKU_786,220
0,55,SKU_816,62
0,55,SKU_791,230
0,55,SKU_3441,171
0,55,SKU_3443,63
0,55,SKU_3444,205
0,55,SKU_409,207
0,55,SKU_567,35
0,55,SKU_411,104
0,55,SKU_16963,39
0,55,SKU_16964,66
0,55,SKU_18630,14
0,55,SKU_18632,3
0,55,SKU_17555,59
0,55,SKU_9203,1
0,55,SKU_19295,8
0,56,SKU_17046,172
0,56,SKU_17023,111
0,56,SKU_17026,1
0,56,SKU_19421,15
0,56,SKU_17067,166
0,56,SKU_1278,2
0,56,SKU_17954,232
0,56,SKU_17194,3
0,56,SKU_17219,9
0,56,SKU_17111,40
0,56,SKU_17183,243
0,56,SKU_17781,52
0,56,SKU_678,87
0,56,SKU_19519,48
0,56,SKU_19227,3
0,57,SKU_19416,205
0,57,SKU_13348,150
0,57,SKU_19345,43
0,57,SKU_20426,46
0,57,SKU_1701,600
0,57,SKU_716,1
0,57,SKU_2873,1
0,57,SKU_21843,55
0,57,SKU_2632,53
0,57,SKU_19595,1
0,57,SKU_22074,1
0,57,SKU_21551,1
0,57,SKU_2825,8
0,57,SKU_2543,1
0,57,SKU_785,60
0,57,SKU_787,65
0,57,SKU_799,58
0,57,SKU_816,7
0,57,SKU_791,122
0,57,SKU_5320,33
0,57,SKU_3443,121
0,57,SKU_3444,68
0,57,SKU_569,66
0,57,SKU_19248,31
0,57,SKU_19251,99
0,57,SKU_17467,81
0,57,SKU_19292,83
0,58,SKU_17046,67
0,58,SKU_17023,119
0,58,SKU_17090,2
0,58,SKU_17071,43
0,58,SKU_17036,83
0,58,SKU_17954,30
0,58,SKU_18030,249
0,58,SKU_19396,6
0,58,SKU_17781,105
0,58,SKU_16956,1
0,58,SKU_678,65
0,59,SKU_20006,47
0,59,SKU_19416,119
0,59,SKU_13128,50
0,59,SKU_1701,77
0,59,SKU_13282,183
0,59,SKU_712,3
0,59,SKU_713,73
0,59,SKU_716,117
0,59,SKU_2873,55
0,59,SKU_718,56
0,59,SKU_372,111
0,59,SKU_21841,89
0,59,SKU_2632,61
0,59,SKU_2718,99
0,59,SKU_3140,23
0,59,SKU_19595,31
0,59,SKU_19984,21
0,59,SKU_2800,50
0,59,SKU_21549,1
0,59,SKU_2539,69
0,59,SKU_2543,61
0,59,SKU_785,31
0,59,SKU_3282,130
0,59,SKU_3284,54
0,59,SKU_3286,193
0,59,SKU_815,67
0,59,SKU_3443,38
0,59,SKU_825,202
0,59,SKU_21994,51
0,59,SKU_17767,206
0,59,SKU_17769,142
0,59,SKU_17534,18
0,59,SKU_17555,266
0,59,SKU_19999,46
0,60,SKU_13065,1
0,60,SKU_17023,59
0,60,SKU_17954,1
0,60,SKU_19772,51
0,60,SKU_17109,460
0,60,SKU_17183,96
0,60,SKU_4825,2
0,60,SKU_16873,18
0,60,SKU_17210,5
0,60,SKU_20585,1
0,61,SKU_19416,9
0,61,SKU_13002,68
0,61,SKU_13155,63
0,61,SKU_246,102
0,61,SKU_1828,74
0,61,SKU_13037,291
0,61,SKU_19512,1
0,61,SKU_1701,133
0,61,SKU_13282,23
0,61,SKU_611,62
0,61,SKU_21841,66
0,61,SKU_21842,60
0,61,SKU_69,45
0,61,SKU_2716,242
0,61,SKU_2632,92
0,61,SKU_2718,62
0,61,SKU_320,174
0,61,SKU_586,72
0,61,SKU_780,60
0,61,SKU_4162,14
0,61,SKU_13010,139
0,61,SKU_786,144
0,61,SKU_787,66
0,61,SKU_3282,187
0,61,SKU_5320,8
0,61,SKU_5340,132
0,61,SKU_5341,65
0,61,SKU_17503,79
0,61,SKU_567,13
0,61,SKU_836,21
0,61,SKU_837,243
0,61,SKU_838,277
0,61,SKU_16964,5
0,61,SKU_16965,11
0,61,SKU_2766,7
0,62,SKU_17046,14
0,62,SKU_17023,380
0,62,SKU_13070,791
0,62,SKU_17025,30
0,62,SKU_20009,1
0,62,SKU_13023,54
0,62,SKU_17148,67
0,62,SKU_17030,7
0,62,SKU_17066,74
0,62,SKU_17034,25
0,62,SKU_17954,18
0,62,SKU_18030,93
0,62,SKU_17094,166
0,62,SKU_17194,9
0,62,SKU_17109,1
0,62,SKU_21830,1
0,62,SKU_17111,126
0,62,SKU_17183,851
0,62,SKU_17200,134
0,62,SKU_19433,39
0,62,SKU_678,283
0,62,SKU_13281,16
0,62,SKU_20514,11
0,62,SKU_704,58
0,62,SKU_353,291
0,63,SKU_19214,1
0,63,SKU_19489,4
0,63,SKU_246,174
0,63,SKU_9,82
0,63,SKU_13037,37
0,63,SKU_19475,64
0,63,SKU_716,3
0,63,SKU_2776,26
0,63,SKU_21841,26
0,63,SKU_2632,113
0,63,SKU_17276,32
0,63,SKU_19834,33
0,63,SKU_3282,12
0,63,SKU_14339,80
0,63,SKU_14340,156
0,63,SKU_17767,65
0,63,SKU_20001,80
0,63,SKU_20028,63
0,64,SKU_278,2
0,64,SKU_17046,8
0,64,SKU_17023,511
0,64,SKU_20009,1
0,64,SKU_103,137
0,64,SKU_17066,243
0,64,SKU_17094,750
0,64,SKU_17194,93
0,64,SKU_21815,39
0,64,SKU_17183,193
0,64,SKU_17200,73
0,64,SKU_13374,1
0,64,SKU_1698,15
0,64,SKU_655,1
0,65,SKU_19338,1
0,65,SKU_13171,74
0,65,SKU_293,176
0,65,SKU_9,70
0,65,SKU_1701,504
0,65,SKU_21121,30
0,65,SKU_13810,268
0,65,SKU_13811,93
0,65,SKU_13812,168
0,65,SKU_13928,136
0,65,SKU_13427,131
0,65,SKU_714,115
0,65,SKU_718,100
0,65,SKU_5001,5
0,65,SKU_3828,45
0,65,SKU_3048,4
0,65,SKU_21843,214
0,65,SKU_69,308
0,65,SKU_2716,59
0,65,SKU_2632,198
0,65,SKU_3138,8
0,65,SKU_5472,11
0,65,SKU_319,143
0,65,SKU_2735,25
0,65,SKU_17668,99
0,65,SKU_586,74
0,65,SKU_2446,63
0,65,SKU_22077,35
0,65,SKU_838,43
0,65,SKU_16854,112
0,65,SKU_14340,175
0,65,SKU_17768,59
0,65,SKU_846,45
0,65,SKU_19276,99
0,65,SKU_19277,21
0,65,SKU_20001,55
0,65,SKU_332,65
0,66,SKU_17130,1
0,66,SKU_17063,60
0,66,SKU_17023,106
0,66,SKU_18074,53
0,66,SKU_17066,143
0,66,SKU_1311,2
0,66,SKU_18137,24
0,66,SKU_17094,63
0,66,SKU_17207,1
0,66,SKU_17183,135
0,66,SKU_17200,152
0,66,SKU_505,1
0,66,SKU_12,69
0,66,SKU_678,175
0,66,SKU_19543,1
0,66,SKU_20514,15
0,66,SKU_17210,28
0,66,SKU_13057,1
0,66,SKU_353,49
0,67,SKU_1028,105
0,67,SKU_462,2
0,67,SKU_1828,135
0,67,SKU_19475,75
0,67,SKU_19512,69
0,67,SKU_1701,232
0,67,SKU_14008,17
0,67,SKU_14066,273
0,67,SKU_14126,54
0,67,SKU_14238,206
0,67,SKU_13427,61
0,67,SKU_13083,57
0,67,SKU_12990,57
0,67,SKU_21843,60
0,67,SKU_14093,67
0,67,SKU_2714,66
0,67,SKU_2716,150
0,67,SKU_3245,60
0,67,SKU_319,140
0,67,SKU_17668,30
0,67,SKU_2477,84
0,67,SKU_4163,87
0,67,SKU_11106,7
0,67,SKU_11107,9
0,67,SKU_786,47
0,67,SKU_2722,153
0,67,SKU_3405,6
0,67,SKU_411,28
0,67,SKU_836,21
0,67,SKU_17767,8
0,67,SKU_17768,159
0,67,SKU_16859,170
0,67,SKU_16861,158
0,67,SKU_224,21
0,67,SKU_19978,70
0,68,SKU_17046,1
0,68,SKU_17047,25
0,68,SKU_17130,1
0,68,SKU_17063,272
0,68,SKU_17023,160
0,68,SKU_20384,1
0,68,SKU_17066,54
0,68,SKU_17036,47
0,68,SKU_17094,298
0,68,SKU_17168,73
0,68,SKU_17194,1
0,68,SKU_21824,17
0,68,SKU_17183,339
0,68,SKU_17264,11
0,68,SKU_17200,163
0,68,SKU_19983,38
0,68,SKU_20426,1
0,68,SKU_13996,1
0,68,SKU_12,1
0,68,SKU_16171,16
0,68,SKU_13055,1
0,68,SKU_13057,1
0,69,SKU_1028,211
0,69,SKU_13171,332
0,69,SKU_1502,290
0,69,SKU_19561,531
0,69,SKU_13050,14
0,69,SKU_16957,12
0,69,SKU_1701,489
0,69,SKU_14066,132
0,69,SKU_17361,38
0,69,SKU_17538,50
0,69,SKU_21843,10
0,69,SKU_2716,172
0,69,SKU_2632,321
0,69,SKU_13058,68
0,69,SKU_17925,40
0,69,SKU_19834,10
0,69,SKU_586,54
0,69,SKU_2541,765
0,69,SKU_17502,79
0,69,SKU_836,64
0,69,SKU_16859,179
0,69,SKU_19640,268
0,69,SKU_19288,51
0,69,SKU_19290,64
0,69,SKU_221,15
0,69,SKU_2757,8
0,70,SKU_17047,115
0,70,SKU_17130,1
0,70,SKU_13070,2
0,70,SKU_103,60
0,70,SKU_17066,4
0,70,SKU_17137,37
0,70,SKU_17068,408
0,70,SKU_17094,283
0,70,SKU_17183,150
0,70,SKU_17200,93
0,70,SKU_19281,128
0,70,SKU_19372,37
0,70,SKU_14008,102
0,70,SKU_21843,133
0,70,SKU_704,9
0,71,SKU_19489,1
0,71,SKU_20384,1
0,71,SKU_19345,47
0,71,SKU_14103,50
0,71,SKU_1701,124
0,71,SKU_422,518
0,71,SKU_14080,57
0,71,SKU_13299,381
0,71,SKU_14083,58
0,71,SKU_14066,19
0,71,SKU_20041,24
0,71,SKU_19303,67
0,71,SKU_2716,144
0,71,SKU_2632,64
0,71,SKU_320,329
0,71,SKU_13058,1
0,71,SKU_7430,37
0,71,SKU_19817,28
0,71,SKU_3313,42
0,71,SKU_7441,75
0,71,SKU_2541,223
0,71,SKU_22077,12
0,71,SKU_16962,60
0,71,SKU_19291,36
0,71,SKU_9263,121
0,71,SKU_11210,69
0,71,SKU_2808,55
0,72,SKU_17047,255
0,72,SKU_17120,10
0,72,SKU_17063,275
0,72,SKU_17023,720
0,72,SKU_20502,54
0,72,SKU_103,234
0,72,SKU_17066,5
0,72,SKU_17137,398
0,72,SKU_17168,54
0,72,SKU_17194,47
0,72,SKU_17219,149
0,72,SKU_17183,276
0,72,SKU_624,1
0,72,SKU_2694,21
0,72,SKU_20352,557
0,72,SKU_12,61
0,72,SKU_704,57
0,72,SKU_271,288
0,73,SKU_1028,4
0,73,SKU_246,58
0,73,SKU_19345,133
0,73,SKU_14008,28
0,73,SKU_17538,88
0,73,SKU_739,34
0,73,SKU_13058,67
0,73,SKU_21879,28
0,73,SKU_7431,85
0,73,SKU_285,130
0,73,SKU_3313,33
0,73,SKU_7440,63
0,73,SKU_7441,3
0,73,SKU_7487,101
0,73,SKU_1224,43
0,73,SKU_1937,1
0,73,SKU_811,45
0,73,SKU_812,45
0,73,SKU_2060,53
0,73,SKU_830,136
0,73,SKU_832,102
0,73,SKU_833,128
0,73,SKU_17766,117
0,73,SKU_16859,87
0,73,SKU_19276,25
0,73,SKU_19278,84
0,73,SKU_4075,76
0,74,SKU_17046,111
0,74,SKU_17047,238
0,74,SKU_19489,1
0,74,SKU_17023,50
0,74,SKU_103,397
0,74,SKU_17066,47
0,74,SKU_17137,61
0,74,SKU_17036,49
0,74,SKU_18030,9
0,74,SKU_17094,4
0,74,SKU_17168,593
0,74,SKU_19772,1
0,74,SKU_17194,24
0,74,SKU_17219,150
0,74,SKU_17183,12
0,74,SKU_17200,64
0,74,SKU_19954,86
0,74,SKU_20581,121
0,74,SKU_20352,158
0,74,SKU_12,1
0,74,SKU_611,81
0,74,SKU_271,231
0,74,SKU_423,37
0,75,SKU_19489,1
0,75,SKU_20384,1
0,75,SKU_1828,462
0,75,SKU_14103,61
0,75,SKU_295,30
0,75,SKU_19375,2
0,75,SKU_1701,581
0,75,SKU_2689,12
0,75,SKU_14071,72
0,75,SKU_715,191
0,75,SKU_19301,22
0,75,SKU_14092,63
0,75,SKU_14093,127
0,75,SKU_14094,320
0,75,SKU_14095,76
0,75,SKU_3243,69
0,75,SKU_88,230
0,75,SKU_2820,297
0,75,SKU_4046,91
0,75,SKU_4048,51
0,75,SKU_2478,70
0,75,SKU_780,65
0,75,SKU_7874,53
0,75,SKU_4162,219
0,75,SKU_4164,79
0,75,SKU_3393,71
0,75,SKU_3400,39
0,75,SKU_3395,120
0,75,SKU_2642,32
0,75,SKU_2646,29
0,75,SKU_13178,50
0,75,SKU_13179,559
0,75,SKU_3283,82
0,75,SKU_3284,248
0,75,SKU_101,224
0,75,SKU_17501,61
0,75,SKU_2767,4
0,75,SKU_16859,419
0,75,SKU_16861,117
0,75,SKU_17536,168
0,75,SKU_19260,81
0,75,SKU_2769,17
0,75,SKU_219,30
0,75,SKU_220,25
0,75,SKU_4075,72
0,76,SKU_17055,39
0,76,SKU_17063,210
0,76,SKU_17023,110
0,76,SKU_19498,8
0,76,SKU_17217,1
0,76,SKU_17200,61
0,76,SKU_1701,1
0,76,SKU_611,87
0,77,SKU_19450,6
0,77,SKU_19451,9
0,77,SKU_19218,139
0,77,SKU_17904,18
0,77,SKU_51,61
0,77,SKU_24,301
0,77,SKU_130,78
0,77,SKU_111,17
0,77,SKU_1828,83
0,77,SKU_1701,113
0,77,SKU_14008,90
0,77,SKU_13810,1
0,77,SKU_13811,185
0,77,SKU_14126,264
0,77,SKU_14238,165
0,77,SKU_14071,52
0,77,SKU_13081,33
0,77,SKU_17538,44
0,77,SKU_14093,64
0,77,SKU_14094,262
0,77,SKU_2716,49
0,77,SKU_7432,40
0,77,SKU_17276,2
0,77,SKU_3310,74
0,77,SKU_1165,3
0,77,SKU_1166,3
0,77,SKU_4047,76
0,77,SKU_2478,247
0,77,SKU_2479,58
0,77,SKU_95,53
0,77,SKU_7874,83
0,77,SKU_2642,39
0,77,SKU_2643,110
0,77,SKU_2647,36
0,77,SKU_13178,66
0,77,SKU_13179,158
0,77,SKU_3428,32
0,77,SKU_16859,448
0,77,SKU_842,96
0,77,SKU_843,83
0,77,SKU_845,161
0,77,SKU_846,152
0,77,SKU_17311,88
0,77,SKU_17536,145
0,77,SKU_2809,15
0,78,SKU_17046,5
0,78,SKU_17120,1
0,78,SKU_17055,57
0,78,SKU_17063,223
0,78,SKU_17026,47
0,78,SKU_13023,1
0,78,SKU_17148,1
0,78,SKU_17066,58
0,78,SKU_1278,1
0,78,SKU_475,1
0,78,SKU_209,1
0,78,SKU_19474,1
0,78,SKU_20581,77
0,78,SKU_16171,2
0,78,SKU_611,70
0,78,SKU_200,275
0,78,SKU_7452,16
0,79,SKU_19218,111
0,79,SKU_52,128
0,79,SKU_13022,115
0,79,SKU_465,207
0,79,SKU_13128,34
0,79,SKU_19345,145
0,79,SKU_14103,119
0,79,SKU_14204,2
0,79,SKU_19544,1
0,79,SKU_14126,162
0,79,SKU_14238,224
0,79,SKU_14071,263
0,79,SKU_20229,46
0,79,SKU_19300,10
0,79,SKU_19302,71
0,79,SKU_21840,96
0,79,SKU_21545,1
0,79,SKU_14092,168
0,79,SKU_14094,271
0,79,SKU_14095,123
0,79,SKU_5028,10
0,79,SKU_3139,26
0,79,SKU_2820,56
0,79,SKU_4046,84
0,79,SKU_4048,310
0,79,SKU_2475,44
0,79,SKU_2476,79
0,79,SKU_2477,60
0,79,SKU_2478,279
0,79,SKU_2479,84
0,79,SKU_780,10
0,79,SKU_4162,54
0,79,SKU_4164,227
0,79,SKU_16065,57
0,79,SKU_19243,27
0,79,SKU_19244,23
0,79,SKU_19246,12
0,79,SKU_2642,54
0,79,SKU_2645,38
0,79,SKU_4169,45
0,79,SKU_2721,60
0,79,SKU_13178,313
0,79,SKU_803,319
0,79,SKU_17502,143
0,79,SKU_17503,142
0,79,SKU_16859,82
0,79,SKU_16861,102
0,79,SKU_840,113
0,79,SKU_17467,66
0,79,SKU_19260,1
0,79,SKU_19641,379
0,79,SKU_20002,141
0,79,SKU_2806,46
0,79,SKU_2808,50
0,79,SKU_2810,40
0,80,SKU_17047,440
0,80,SKU_17063,270
0,80,SKU_17023,297
0,80,SKU_17026,96
0,80,SKU_20009,124
0,80,SKU_24,1
0,80,SKU_103,537
0,80,SKU_17137,199
0,80,SKU_17168,57
0,80,SKU_17171,32
0,80,SKU_19772,76
0,80,SKU_17109,80
0,80,SKU_17219,38
0,80,SKU_17250,208
0,80,SKU_17264,14
0,80,SKU_13137,336
0,80,SKU_13996,3
0,80,SKU_20352,35
0,80,SKU_672,104
0,80,SKU_19521,200
0,81,SKU_20261,1
0,81,SKU_51,332
0,81,SKU_24,346
0,81,SKU_465,60
0,81,SKU_13128,27
0,81,SKU_19345,19
0,81,SKU_1828,122
0,81,SKU_14103,186
0,81,SKU_1673,46
0,81,SKU_19544,170
0,81,SKU_13243,35
0,81,SKU_13245,66
0,81,SKU_14071,175
0,81,SKU_176,1
0,81,SKU_20843,3
0,81,SKU_20746,105
0,81,SKU_20685,85
0,81,SKU_20664,1
0,81,SKU_20857,5
0,81,SKU_14093,369
0,81,SKU_14095,65
0,81,SKU_2715,216
0,81,SKU_2718,172
0,81,SKU_3245,30
0,81,SKU_739,76
0,81,SKU_3138,58
0,81,SKU_3139,103
0,81,SKU_320,313
0,81,SKU_403,2
0,81,SKU_2800,100
0,81,SKU_1225,160
0,81,SKU_4047,89
0,81,SKU_2475,44
0,81,SKU_2478,180
0,81,SKU_7875,64
0,81,SKU_4162,65
0,81,SKU_960,42
0,81,SKU_2449,97
0,81,SKU_785,11
0,81,SKU_810,44
0,81,SKU_2643,86
0,81,SKU_2645,34
0,81,SKU_2725,287
0,81,SKU_13178,124
0,81,SKU_13179,312
0,81,SKU_3448,81
0,81,SKU_3442,132
0,81,SKU_16963,32
0,81,SKU_16860,45
0,81,SKU_3488,36
0,81,SKU_845,140
0,81,SKU_17467,62
0,81,SKU_15185,34
0,81,SKU_13019,10
0,81,SKU_19978,68
0,82,SKU_241,170
0,82,SKU_17047,419
0,82,SKU_17063,439
0,82,SKU_17023,1
0,82,SKU_17026,98
0,82,SKU_103,280
0,82,SKU_17028,11
0,82,SKU_17066,109
0,82,SKU_17068,139
0,82,SKU_18137,31
0,82,SKU_17168,41
0,82,SKU_17207,1
0,82,SKU_17250,1
0,82,SKU_17264,42
0,82,SKU_209,1
0,82,SKU_13137,30
0,82,SKU_14008,45
0,82,SKU_3747,235
0,82,SKU_615,44
0,82,SKU_460,9
0,83,SKU_17904,174
0,83,SKU_51,105
0,83,SKU_24,500
0,83,SKU_13022,288
0,83,SKU_465,216
0,83,SKU_13155,38
0,83,SKU_21850,34
0,83,SKU_14103,400
0,83,SKU_13244,50
0,83,SKU_14071,148
0,83,SKU_20746,38
0,83,SKU_17640,38
0,83,SKU_17537,7
0,83,SKU_17538,50
0,83,SKU_14093,180
0,83,SKU_2714,124
0,83,SKU_2715,115
0,83,SKU_2716,32
0,83,SKU_3245,3
0,83,SKU_739,92
0,83,SKU_3138,219
0,83,SKU_3139,36
0,83,SKU_320,171
0,83,SKU_2820,55
0,83,SKU_90,57
0,83,SKU_21878,36
0,83,SKU_21880,75
0,83,SKU_19719,29
0,83,SKU_17380,36
0,83,SKU_17381,45
0,83,SKU_3311,97
0,83,SKU_3312,29
0,83,SKU_7488,53
0,83,SKU_1165,38
0,83,SKU_1224,85
0,83,SKU_1225,38
0,83,SKU_4046,5
0,83,SKU_4047,142
0,83,SKU_2476,69
0,83,SKU_2477,168
0,83,SKU_2479,260
0,83,SKU_95,75
0,83,SKU_2445,59
0,83,SKU_2647,70
0,83,SKU_2721,31
0,83,SKU_2725,52
0,83,SKU_3442,1
0,83,SKU_17412,71
0,83,SKU_832,58
0,83,SKU_16859,272
0,83,SKU_16860,87
0,83,SKU_3488,51
0,83,SKU_840,28
0,83,SKU_844,188
0,83,SKU_845,107
0,83,SKU_846,251
0,83,SKU_19278,25
0,83,SKU_19287,5
0,83,SKU_881,94
0,83,SKU_882,61
0,83,SKU_883,27
0,83,SKU_923,36
0,83,SKU_4075,69
0,83,SKU_4079,50
0,83,SKU_11210,85
0,83,SKU_19978,398
0,84,SKU_17046,2
0,84,SKU_17047,279
0,84,SKU_19338,2
0,84,SKU_17130,24
0,84,SKU_20009,1
0,84,SKU_4,93
0,84,SKU_103,1
0,84,SKU_19343,1
0,84,SKU_17066,1
0,84,SKU_17137,70
0,84,SKU_13293,59
0,84,SKU_18030,2
0,84,SKU_17219,46
0,84,SKU_17264,92
0,84,SKU_19427,44
0,84,SKU_13137,5
0,84,SKU_20201,2
0,84,SKU_672,115
0,84,SKU_14008,26
0,84,SKU_19521,140
0,84,SKU_13057,63
0,85,SKU_19214,2
0,85,SKU_19492,1
0,85,SKU_17904,73
0,85,SKU_13022,285
0,85,SKU_465,164
0,85,SKU_17869,234
0,85,SKU_19573,51
0,85,SKU_19222,37
0,85,SKU_13332,112
0,85,SKU_14008,36
0,85,SKU_21118,43
0,85,SKU_21120,53
0,85,SKU_21121,40
0,85,SKU_13427,100
0,85,SKU_13260,49
0,85,SKU_153,10
0,85,SKU_15162,25
0,85,SKU_20746,38
0,85,SKU_20685,41
0,85,SKU_20229,127
0,85,SKU_20664,103
0,85,SKU_14092,120
0,85,SKU_2714,58
0,85,SKU_2715,52
0,85,SKU_2716,117
0,85,SKU_2718,121
0,85,SKU_3139,6
0,85,SKU_89,2
0,85,SKU_90,43
0,85,SKU_21879,52
0,85,SKU_21880,20
0,85,SKU_424,2
0,85,SKU_4048,197
0,85,SKU_4049,85
0,85,SKU_2366,70
0,85,SKU_2475,94
0,85,SKU_2479,74
0,85,SKU_95,185
0,85,SKU_4162,28
0,85,SKU_951,5
0,85,SKU_2446,459
0,85,SKU_2447,1
0,85,SKU_2642,61
0,85,SKU_2644,140
0,85,SKU_2645,98
0,85,SKU_2647,48
0,85,SKU_2721,55
0,85,SKU_2725,242
0,85,SKU_14339,108
0,85,SKU_17766,42
0,85,SKU_16859,90
0,85,SKU_16860,82
0,85,SKU_16861,318
0,85,SKU_3488,6
0,85,SKU_844,98
0,85,SKU_882,54
0,85,SKU_329,50
0,85,SKU_4075,65
0,85,SKU_9263,84
0,85,SKU_11210,72
0,85,SKU_19978,57
0,86,SKU_241,96
0,86,SKU_13064,73
0,86,SKU_17047,719
0,86,SKU_17023,138
0,86,SKU_18074,12
0,86,SKU_4,89
0,86,SKU_17168,1
0,86,SKU_17109,1
0,86,SKU_17219,73
0,86,SKU_17112,77
0,86,SKU_17264,13
0,86,SKU_13137,1
0,86,SKU_1284,5
0,86,SKU_20352,1
0,86,SKU_19222,1
0,86,SKU_19521,226
0,86,SKU_13056,58
0,86,SKU_13057,193
0,86,SKU_13058,52
0,86,SKU_424,1
0,87,SKU_19334,39
0,87,SKU_17904,112
0,87,SKU_24,79
0,87,SKU_13022,455
0,87,SKU_14103,66
0,87,SKU_19573,99
0,87,SKU_19222,1
0,87,SKU_300,38
0,87,SKU_19544,49
0,87,SKU_14008,30
0,87,SKU_13281,11
0,87,SKU_14126,213
0,87,SKU_14071,46
0,87,SKU_13260,208
0,87,SKU_12990,13
0,87,SKU_15480,179
0,87,SKU_20746,40
0,87,SKU_20685,114
0,87,SKU_2714,152
0,87,SKU_2715,57
0,87,SKU_2716,194
0,87,SKU_20585,83
0,87,SKU_320,163
0,87,SKU_90,47
0,87,SKU_17380,9
0,87,SKU_4047,128
0,87,SKU_4048,68
0,87,SKU_2366,79
0,87,SKU_2475,181
0,87,SKU_2476,31
0,87,SKU_2477,46
0,87,SKU_2479,80
0,87,SKU_958,112
0,87,SKU_2642,87
0,87,SKU_2647,67
0,87,SKU_2725,63
0,87,SKU_13179,87
0,87,SKU_17297,207
0,87,SKU_835,62
0,87,SKU_16856,50
0,87,SKU_19234,87
0,87,SKU_2765,36
0,87,SKU_17682,96
0,87,SKU_16860,117
0,87,SKU_16861,670
0,87,SKU_843,76
0,87,SKU_847,61
0,87,SKU_205,67
0,87,SKU_880,73
0,87,SKU_4075,211
0,87,SKU_4078,74
0,87,SKU_4079,75
0,87,SKU_9263,154
0,87,SKU_11210,37
0,88,SKU_17047,747
0,88,SKU_17022,31
0,88,SKU_17023,789
0,88,SKU_17024,22
