sku,floor,corridor,stock_available,stock_used,stock_remaining
SKU_17027,2,117,1297,0,1297
SKU_17027,2,121,826,0,826
SKU_17027,2,109,445,0,445
SKU_17027,2,115,402,0,402
SKU_17027,0,22,68,0,68
SKU_17027,2,127,64,0,64
SKU_17027,2,107,42,0,42
SKU_17027,1,4,9,0,9
SKU_17027,0,28,6,0,6
SKU_17027,0,14,4,0,4
SKU_17027,0,32,3,0,3
SKU_17027,0,40,2,0,2
SKU_17027,0,124,1,0,1
SKU_17027,0,134,1,0,1
SKU_17027,0,159,1,0,1
SKU_18030,0,58,249,2,247
SKU_18030,0,22,226,0,226
SKU_18030,0,24,222,0,222
SKU_18030,0,30,132,0,132
SKU_18030,0,62,93,0,93
SKU_18030,0,52,72,0,72
SKU_18030,0,16,63,0,63
SKU_18030,0,20,54,0,54
SKU_18030,0,54,46,0,46
SKU_18030,0,14,35,0,35
SKU_18030,0,74,9,0,9
SKU_18030,0,46,5,0,5
SKU_18030,0,84,2,0,2
SKU_18030,0,152,2,0,2
SKU_18030,0,34,1,0,1
SKU_18030,0,48,1,0,1
SKU_18030,0,162,1,0,1
SKU_164,0,14,1,1,0
SKU_164,0,108,1,0,1
SKU_17221,0,14,61,7,54
SKU_17221,1,8,15,0,15
SKU_17221,0,20,1,0,1
SKU_17115,2,139,74,48,26
SKU_17115,0,14,50,0,50
SKU_17115,2,137,45,0,45
SKU_17115,2,135,44,0,44
SKU_17115,2,88,2,0,2
SKU_17115,2,90,1,0,1
SKU_3413,0,14,4,2,2
SKU_19422,0,31,133,4,129
SKU_19422,0,29,72,0,72
SKU_19422,0,15,45,0,45
SKU_19422,0,25,43,0,43
SKU_19422,0,18,39,0,39
SKU_19422,0,122,37,0,37
SKU_19422,0,33,31,0,31
SKU_19422,0,27,2,0,2
SKU_19422,1,69,1,0,1
SKU_19230,0,15,96,18,78
SKU_19230,0,17,96,0,96
SKU_13056,0,29,373,92,281
SKU_13056,0,15,176,0,176
SKU_13056,0,33,130,0,130
SKU_13056,0,86,58,0,58
SKU_13056,0,136,1,0,1
SKU_19835,0,15,66,7,59
SKU_995,2,169,338,46,292
SKU_995,0,15,65,0,65
SKU_995,0,25,62,0,62
SKU_824,0,21,84,48,36
SKU_824,0,23,83,0,83
SKU_824,0,15,74,0,74
SKU_824,0,25,55,0,55
SKU_17690,0,15,123,4,119
SKU_17037,1,87,1221,5,1216
SKU_17037,0,144,505,0,505
SKU_17037,1,103,316,0,316
SKU_17037,1,59,284,0,284
SKU_17037,0,150,211,0,211
SKU_17037,0,158,185,0,185
SKU_17037,1,101,175,0,175
SKU_17037,1,105,150,0,150
SKU_17037,0,28,135,0,135
SKU_17037,1,107,128,0,128
SKU_17037,0,22,101,0,101
SKU_17037,1,57,76,0,76
SKU_17037,0,18,61,0,61
SKU_17037,0,146,56,0,56
SKU_17037,0,26,53,0,53
SKU_17037,0,120,53,0,53
SKU_17037,0,16,45,0,45
SKU_17037,0,154,41,0,41
SKU_17037,1,69,37,0,37
SKU_17037,1,53,21,0,21
SKU_17037,0,24,13,0,13
SKU_17037,1,93,8,0,8
SKU_17037,1,77,3,0,3
SKU_17037,0,44,2,0,2
SKU_17037,2,68,1,0,1
SKU_17108,0,157,388,3,385
SKU_17108,0,155,259,0,259
SKU_17108,0,151,178,0,178
SKU_17108,0,153,45,0,45
SKU_17108,0,16,15,0,15
SKU_17915,0,38,269,1,268
SKU_17915,0,16,76,0,76
SKU_17915,0,22,2,0,2
SKU_17915,0,36,1,0,1
SKU_2735,0,65,25,1,24
SKU_2735,0,16,1,0,1
SKU_19978,0,83,398,96,302
SKU_19978,0,16,107,0,107
SKU_19978,0,67,70,0,70
SKU_19978,0,81,68,0,68
SKU_19978,0,85,57,0,57
SKU_19978,0,89,6,0,6
SKU_19435,0,19,133,2,131
SKU_19435,0,17,1,0,1
SKU_13282,0,59,183,5,178
SKU_13282,0,17,89,0,89
SKU_13282,0,61,23,0,23
SKU_13282,0,51,14,0,14
SKU_62,0,25,112,20,92
SKU_62,0,17,25,0,25
SKU_62,0,21,14,0,14
SKU_901,0,17,77,7,70
SKU_19551,0,17,84,4,80
SKU_19595,0,59,31,7,24
SKU_19595,0,17,9,0,9
SKU_19595,0,57,1,0,1
SKU_19722,0,17,54,6,48
SKU_17160,0,29,292,66,226
SKU_17160,0,23,114,0,114
SKU_17160,0,17,95,0,95
SKU_19647,0,37,87,23,64
SKU_19647,0,31,85,0,85
SKU_19647,0,17,67,0,67
SKU_5563,0,18,38,8,30
SKU_5563,1,12,2,0,2
SKU_19452,0,145,184,1,183
SKU_19452,0,115,108,0,108
SKU_19452,0,143,72,0,72
SKU_19452,0,141,70,0,70
SKU_19452,0,19,50,0,50
SKU_19452,0,149,21,0,21
SKU_19452,0,158,19,0,19
SKU_19452,0,25,15,0,15
SKU_19452,0,107,11,0,11
SKU_19452,0,147,6,0,6
SKU_19452,0,113,1,0,1
SKU_19338,0,141,191,3,188
SKU_19338,0,119,74,0,74
SKU_19338,0,150,64,0,64
SKU_19338,1,150,3,0,3
SKU_19338,0,84,2,0,2
SKU_19338,1,148,2,0,2
SKU_19338,2,43,2,0,2
SKU_19338,0,19,1,0,1
SKU_19338,0,35,1,0,1
SKU_19338,0,65,1,0,1
SKU_19338,1,48,1,0,1
SKU_20009,0,80,124,2,122
SKU_20009,0,19,18,0,18
SKU_20009,0,62,1,0,1
SKU_20009,0,64,1,0,1
SKU_20009,0,84,1,0,1
SKU_3137,0,19,118,47,71
SKU_3137,0,25,90,0,90
SKU_3137,0,23,39,0,39
SKU_3137,0,21,38,0,38
SKU_3137,2,52,31,0,31
SKU_3137,0,29,3,0,3
SKU_13055,0,27,205,62,143
SKU_13055,0,25,132,0,132
SKU_13055,1,74,105,0,105
SKU_13055,0,19,70,0,70
SKU_13055,1,7,55,0,55
SKU_13055,0,100,36,0,36
SKU_13055,0,120,2,0,2
SKU_13055,0,68,1,0,1
SKU_13055,0,124,1,0,1
SKU_13055,0,154,1,0,1
SKU_17188,0,19,194,40,154
SKU_17188,0,21,45,0,45
SKU_17095,0,31,69,28,41
SKU_17095,0,19,49,0,49
SKU_17095,0,27,41,0,41
SKU_17095,0,29,32,0,32
SKU_17095,0,37,25,0,25
SKU_19489,0,111,237,3,234
SKU_19489,0,105,229,0,229
SKU_19489,0,109,159,0,159
SKU_19489,0,138,36,0,36
SKU_19489,0,63,4,0,4
SKU_19489,0,20,1,0,1
SKU_19489,0,22,1,0,1
SKU_19489,0,71,1,0,1
SKU_19489,0,74,1,0,1
SKU_19489,0,75,1,0,1
SKU_19489,0,104,1,0,1
SKU_19489,0,107,1,0,1
SKU_17053,0,20,49,15,34
SKU_19342,0,20,74,5,69
SKU_19421,0,35,191,5,186
SKU_19421,0,33,86,0,86
SKU_19421,0,37,41,0,41
SKU_19421,0,56,15,0,15
SKU_19421,0,122,2,0,2
SKU_19421,0,20,1,0,1
SKU_19421,2,123,1,0,1
SKU_14008,0,89,113,8,105
SKU_14008,0,70,102,0,102
SKU_14008,0,77,90,0,90
SKU_14008,0,82,45,0,45
SKU_14008,0,85,36,0,36
SKU_14008,0,87,30,0,30
SKU_14008,0,73,28,0,28
SKU_14008,0,84,26,0,26
SKU_14008,0,67,17,0,17
SKU_14008,0,20,8,0,8
SKU_14008,0,22,5,0,5
SKU_14008,0,33,3,0,3
SKU_14008,0,49,1,0,1
SKU_14008,0,90,1,0,1
SKU_14008,0,161,1,0,1
SKU_627,0,25,310,4,306
SKU_627,0,21,160,0,160
SKU_627,0,27,97,0,97
SKU_4997,0,21,6,2,4
SKU_19610,0,31,622,3,619
SKU_19610,0,33,275,0,275
SKU_19610,0,21,162,0,162
SKU_19610,0,35,145,0,145
SKU_19610,0,29,77,0,77
SKU_19610,2,107,71,0,71
SKU_19610,0,37,57,0,57
SKU_861,0,25,275,37,238
SKU_861,0,21,90,0,90
SKU_7138,0,21,8,2,6
SKU_19720,0,21,28,4,24
SKU_9212,0,21,5,4,1
SKU_781,0,29,126,41,85
SKU_781,0,23,86,0,86
SKU_781,0,21,68,0,68
SKU_781,0,25,50,0,50
SKU_781,0,31,24,0,24
SKU_5259,0,21,92,18,74
SKU_5259,0,41,82,0,82
SKU_5259,0,29,32,0,32
SKU_909,0,43,188,53,135
SKU_909,0,31,159,0,159
SKU_909,0,33,69,0,69
SKU_909,0,21,42,0,42
SKU_909,0,35,34,0,34
SKU_909,0,41,22,0,22
SKU_909,0,29,10,0,10
SKU_13009,0,29,91,35,56
SKU_13009,0,27,42,0,42
SKU_13009,0,21,41,0,41
SKU_13009,0,25,37,0,37
SKU_13009,0,31,2,0,2
SKU_17238,0,21,211,42,169
SKU_17238,0,25,122,0,122
SKU_17238,0,23,76,0,76
SKU_17239,0,25,300,44,256
SKU_17239,0,21,62,0,62
SKU_822,0,21,89,18,71
SKU_822,0,23,30,0,30
SKU_867,0,35,230,33,197
SKU_867,0,21,141,0,141
SKU_867,0,25,55,0,55
SKU_867,0,33,54,0,54
SKU_867,0,31,37,0,37
SKU_19749,0,21,184,21,163
SKU_19751,0,21,137,13,124
SKU_19977,0,21,146,14,132
SKU_17046,0,38,1518,8,1510
SKU_17046,0,34,598,0,598
SKU_17046,0,32,557,0,557
SKU_17046,0,40,554,0,554
SKU_17046,0,54,491,0,491
SKU_17046,0,30,442,0,442
SKU_17046,0,36,338,0,338
SKU_17046,0,56,172,0,172
SKU_17046,0,24,146,0,146
SKU_17046,0,74,111,0,111
SKU_17046,0,52,93,0,93
SKU_17046,0,28,76,0,76
SKU_17046,0,42,67,0,67
SKU_17046,0,58,67,0,67
SKU_17046,0,22,66,0,66
SKU_17046,0,26,51,0,51
SKU_17046,0,48,14,0,14
SKU_17046,0,62,14,0,14
SKU_17046,0,64,8,0,8
SKU_17046,0,78,5,0,5
SKU_17046,0,84,2,0,2
SKU_17046,0,118,2,0,2
SKU_17046,0,46,1,0,1
SKU_17046,0,68,1,0,1
SKU_17046,0,124,1,0,1
SKU_17046,2,126,1,0,1
SKU_19454,0,50,274,1,273
SKU_19454,0,34,164,0,164
SKU_19454,0,40,156,0,156
SKU_19454,0,22,133,0,133
SKU_19454,0,30,82,0,82
SKU_17071,0,50,567,9,558
SKU_17071,0,30,422,0,422
SKU_17071,0,40,412,0,412
SKU_17071,0,36,341,0,341
SKU_17071,0,48,295,0,295
SKU_17071,0,22,292,0,292
SKU_17071,0,42,208,0,208
SKU_17071,0,44,183,0,183
SKU_17071,0,34,136,0,136
SKU_17071,0,32,123,0,123
SKU_17071,0,54,106,0,106
SKU_17071,0,24,75,0,75
SKU_17071,0,58,43,0,43
SKU_17071,0,100,5,0,5
SKU_17071,0,134,1,0,1
SKU_17110,0,24,464,9,455
SKU_17110,0,142,209,0,209
SKU_17110,0,30,146,0,146
SKU_17110,0,22,126,0,126
SKU_17110,0,144,120,0,120
SKU_17110,0,32,98,0,98
SKU_17110,0,156,77,0,77
SKU_17110,0,102,75,0,75
SKU_17110,0,152,45,0,45
SKU_17110,0,100,42,0,42
SKU_17110,0,140,37,0,37
SKU_17110,0,122,32,0,32
SKU_17110,0,158,32,0,32
SKU_17110,0,26,2,0,2
SKU_17110,0,126,1,0,1
SKU_17110,0,148,1,0,1
SKU_17110,1,76,1,0,1
SKU_17110,1,148,1,0,1
SKU_19307,0,22,25,2,23
SKU_1701,0,57,600,1,599
SKU_1701,1,124,587,0,587
SKU_1701,0,75,581,0,581
SKU_1701,0,65,504,0,504
SKU_1701,0,69,489,0,489
SKU_1701,0,55,359,0,359
SKU_1701,0,67,232,0,232
SKU_1701,1,120,157,0,157
SKU_1701,0,61,133,0,133
SKU_1701,0,71,124,0,124
SKU_1701,0,77,113,0,113
SKU_1701,1,118,91,0,91
SKU_1701,0,59,77,0,77
SKU_1701,0,23,3,0,3
SKU_1701,0,76,1,0,1
SKU_1701,0,128,1,0,1
SKU_1701,1,85,1,0,1
SKU_1701,1,95,1,0,1
SKU_13139,0,23,62,6,56
SKU_13139,0,43,36,0,36
SKU_13139,0,45,30,0,30
SKU_19207,0,23,1000,58,942
SKU_19207,0,25,454,0,454
SKU_19207,0,29,66,0,66
SKU_19207,0,51,43,0,43
SKU_19207,0,55,1,0,1
SKU_19207,2,82,1,0,1
SKU_59,0,25,152,31,121
SKU_59,0,23,24,0,24
SKU_59,0,29,9,0,9
SKU_778,0,23,123,60,63
SKU_778,0,29,113,0,113
SKU_778,0,25,95,0,95
SKU_778,0,27,57,0,57
SKU_778,0,163,1,0,1
SKU_17304,0,23,57,22,35
SKU_17304,0,37,53,0,53
SKU_17304,0,25,51,0,51
SKU_17304,0,39,15,0,15
SKU_20027,0,31,159,37,122
SKU_20027,0,23,112,0,112
SKU_20027,0,25,56,0,56
SKU_17134,1,135,22,6,16
SKU_17134,0,24,1,0,1
SKU_17134,0,118,1,0,1
SKU_17134,0,124,1,0,1
SKU_17134,0,126,1,0,1
SKU_17026,0,28,611,3,608
SKU_17026,0,24,418,0,418
SKU_17026,0,46,301,0,301
SKU_17026,0,82,98,0,98
SKU_17026,0,80,96,0,96
SKU_17026,0,50,90,0,90
SKU_17026,0,30,71,0,71
SKU_17026,0,44,59,0,59
SKU_17026,0,78,47,0,47
SKU_17026,0,160,4,0,4
SKU_17026,0,132,2,0,2
SKU_17026,0,156,2,0,2
SKU_17026,0,34,1,0,1
SKU_17026,0,38,1,0,1
SKU_17026,0,48,1,0,1
SKU_17026,0,56,1,0,1
SKU_17026,0,128,1,0,1
SKU_17026,0,148,1,0,1
SKU_17026,0,152,1,0,1
SKU_20272,0,28,222,2,220
SKU_20272,0,30,127,0,127
SKU_20272,0,24,87,0,87
SKU_20272,0,32,79,0,79
SKU_20272,0,36,48,0,48
SKU_20272,0,34,28,0,28
SKU_20272,0,26,7,0,7
SKU_20272,0,136,2,0,2
SKU_107,1,6,506,5,501
SKU_107,1,72,291,0,291
SKU_107,1,74,275,0,275
SKU_107,1,121,275,0,275
SKU_107,1,95,267,0,267
SKU_107,2,62,201,0,201
SKU_107,1,111,192,0,192
SKU_107,1,93,183,0,183
SKU_107,1,2,147,0,147
SKU_107,2,72,121,0,121
SKU_107,1,105,110,0,110
SKU_107,1,40,94,0,94
SKU_107,1,89,94,0,94
SKU_107,1,64,91,0,91
SKU_107,1,97,89,0,89
SKU_107,1,101,86,0,86
SKU_107,2,66,86,0,86
SKU_107,1,117,85,0,85
SKU_107,1,119,85,0,85
SKU_107,2,6,83,0,83
SKU_107,1,12,81,0,81
SKU_107,1,99,81,0,81
SKU_107,1,91,76,0,76
SKU_107,1,4,69,0,69
SKU_107,2,12,51,0,51
SKU_107,1,50,49,0,49
SKU_107,1,10,46,0,46
SKU_107,1,42,45,0,45
SKU_107,1,44,43,0,43
SKU_107,1,52,41,0,41
SKU_107,1,87,41,0,41
SKU_107,2,16,41,0,41
SKU_107,1,109,40,0,40
SKU_107,1,90,28,0,28
SKU_107,1,78,20,0,20
SKU_107,1,82,19,0,19
SKU_107,1,16,16,0,16
SKU_107,1,79,12,0,12
SKU_107,2,100,10,0,10
SKU_107,1,63,9,0,9
SKU_107,1,58,6,0,6
SKU_107,1,71,2,0,2
SKU_107,0,24,1,0,1
SKU_107,1,49,1,0,1
SKU_107,1,61,1,0,1
SKU_107,2,88,1,0,1
SKU_13955,0,107,300,1,299
SKU_13955,0,109,59,0,59
SKU_13955,0,24,2,0,2
SKU_17116,0,26,200,36,164
SKU_17116,0,32,55,0,55
SKU_17116,0,24,18,0,18
SKU_17116,0,28,15,0,15
SKU_17116,0,100,1,0,1
SKU_5018,0,24,10,4,6
SKU_13156,0,25,124,11,113
SKU_490,0,27,159,1,158
SKU_490,0,25,41,0,41
SKU_490,0,29,3,0,3
SKU_193,0,31,306,5,301
SKU_193,0,25,65,0,65
SKU_19563,0,25,34,6,28
SKU_13281,0,133,251,2,249
SKU_13281,0,62,16,0,16
SKU_13281,0,87,11,0,11
SKU_13281,0,35,5,0,5
SKU_13281,0,25,1,0,1
SKU_13281,0,27,1,0,1
SKU_13281,0,37,1,0,1
SKU_1413,0,143,36,11,25
SKU_1413,0,25,1,0,1
SKU_1413,0,39,1,0,1
SKU_17537,0,39,241,67,174
SKU_17537,0,47,221,0,221
SKU_17537,0,95,111,0,111
SKU_17537,0,25,92,0,92
SKU_17537,0,99,61,0,61
SKU_17537,0,83,7,0,7
SKU_61,0,29,102,18,84
SKU_61,0,25,75,0,75
SKU_61,0,35,3,0,3
SKU_61,0,27,1,0,1
SKU_741,0,25,156,56,100
SKU_741,0,29,91,0,91
SKU_741,0,31,87,0,87
SKU_741,0,55,7,0,7
SKU_3135,0,33,62,21,41
SKU_3135,0,25,42,0,42
SKU_3135,0,49,34,0,34
SKU_3135,0,29,21,0,21
SKU_3135,0,55,9,0,9
SKU_3136,0,27,97,38,59
SKU_3136,0,29,81,0,81
SKU_3136,0,25,48,0,48
SKU_14027,0,25,164,24,140
SKU_19592,0,43,49,2,47
SKU_19592,0,25,1,0,1
SKU_782,0,33,303,68,235
SKU_782,0,29,139,0,139
SKU_782,0,27,52,0,52
SKU_782,0,25,27,0,27
SKU_97,0,35,173,66,107
SKU_97,0,29,84,0,84
SKU_97,0,25,38,0,38
SKU_97,0,37,36,0,36
SKU_13008,0,33,109,45,64
SKU_13008,0,29,101,0,101
SKU_13008,0,25,54,0,54
SKU_13008,0,35,22,0,22
SKU_13008,0,159,1,0,1
SKU_13011,0,29,171,43,128
SKU_13011,0,25,81,0,81
SKU_13011,0,27,36,0,36
SKU_13011,0,31,4,0,4
SKU_10279,0,27,67,9,58
SKU_10279,0,25,49,0,49
SKU_209,2,145,326,1,325
SKU_209,2,143,271,0,271
SKU_209,1,77,4,0,4
SKU_209,0,26,2,0,2
SKU_209,0,34,1,0,1
SKU_209,0,78,1,0,1
SKU_209,0,82,1,0,1
SKU_209,0,154,1,0,1
SKU_19431,2,69,189,6,183
SKU_19431,2,75,184,0,184
SKU_19431,0,29,149,0,149
SKU_19431,0,27,95,0,95
SKU_19431,0,45,80,0,80
SKU_19431,0,47,55,0,55
SKU_19431,0,55,54,0,54
SKU_19431,2,67,46,0,46
SKU_19431,0,37,36,0,36
SKU_19431,0,51,31,0,31
SKU_19431,0,30,16,0,16
SKU_440,0,34,93,2,91
SKU_440,0,38,66,0,66
SKU_440,0,27,41,0,41
SKU_440,0,41,37,0,37
SKU_3033,0,27,25,1,24
SKU_3034,0,27,51,3,48
SKU_60,0,29,74,14,60
SKU_60,0,27,34,0,34
SKU_744,0,43,108,22,86
SKU_744,0,45,22,0,22
SKU_744,0,27,2,0,2
SKU_19718,0,27,20,3,17
SKU_19723,0,27,33,5,28
SKU_19723,0,41,16,0,16
SKU_5268,0,27,46,6,40
SKU_5261,0,27,61,9,52
SKU_5261,0,161,1,0,1
SKU_959,0,33,60,13,47
SKU_959,0,29,48,0,48
SKU_959,0,27,37,0,37
SKU_959,0,39,13,0,13
SKU_3458,0,41,89,24,65
SKU_3458,0,43,83,0,83
SKU_3458,0,27,75,0,75
SKU_3544,0,33,108,22,86
SKU_3544,0,35,76,0,76
SKU_3544,0,27,46,0,46
SKU_3544,0,163,1,0,1
SKU_10256,0,27,51,3,48
SKU_21538,0,28,1,1,0
SKU_11130,0,28,6,1,5
SKU_5562,0,28,32,9,23
SKU_5562,0,52,1,0,1
SKU_19418,0,43,67,7,60
SKU_19418,0,29,26,0,26
SKU_19418,0,37,21,0,21
SKU_20311,0,37,159,3,156
SKU_20311,0,29,146,0,146
SKU_20311,0,31,129,0,129
SKU_20311,0,35,127,0,127
SKU_20311,0,33,91,0,91
SKU_20311,0,150,1,0,1
SKU_284,0,29,52,7,45
SKU_284,0,31,1,0,1
SKU_263,0,29,61,13,48
SKU_263,0,34,48,0,48
SKU_20349,0,29,166,3,163
SKU_20515,0,35,55,5,50
SKU_20515,0,37,53,0,53
SKU_20515,0,31,18,0,18
SKU_20515,0,29,5,0,5
SKU_11068,0,29,3,2,1
SKU_11069,0,29,2,1,1
SKU_2540,0,45,733,134,599
SKU_2540,0,29,71,0,71
SKU_779,0,33,85,20,65
SKU_779,0,29,52,0,52
SKU_98,0,37,221,97,124
SKU_98,0,29,113,0,113
SKU_98,0,49,95,0,95
SKU_98,0,41,79,0,79
SKU_5262,0,29,84,15,69
SKU_5262,0,31,37,0,37
SKU_5262,0,39,3,0,3
SKU_5262,0,45,1,0,1
SKU_908,0,33,79,25,54
SKU_908,0,41,68,0,68
SKU_908,0,31,35,0,35
SKU_908,0,29,29,0,29
SKU_15258,0,29,62,8,54
SKU_15258,0,31,15,0,15
SKU_15258,0,35,7,0,7
SKU_850,0,29,146,14,132
SKU_19979,0,33,487,75,412
SKU_19979,0,29,104,0,104
SKU_19979,0,31,58,0,58
SKU_20196,0,29,39,5,34
SKU_20196,0,31,1,0,1
SKU_17030,0,36,138,4,134
SKU_17030,0,106,105,0,105
SKU_17030,0,42,60,0,60
SKU_17030,0,30,57,0,57
SKU_17030,0,110,54,0,54
SKU_17030,0,62,7,0,7
SKU_17030,0,48,6,0,6
SKU_17030,0,124,3,0,3
SKU_17030,0,122,1,0,1
SKU_17030,0,134,1,0,1
SKU_1502,0,69,290,1,289
SKU_1502,0,148,12,0,12
SKU_1502,2,79,4,0,4
SKU_1502,1,162,3,0,3
SKU_1502,1,170,2,0,2
SKU_1502,0,30,1,0,1
SKU_1502,1,160,1,0,1
SKU_1502,2,63,1,0,1
SKU_1502,2,65,1,0,1
SKU_1502,2,67,1,0,1
SKU_1502,2,155,1,0,1
SKU_1502,2,159,1,0,1
SKU_17036,0,32,296,1,295
SKU_17036,0,40,286,0,286
SKU_17036,0,30,96,0,96
SKU_17036,0,48,94,0,94
SKU_17036,0,58,83,0,83
SKU_17036,0,38,54,0,54
SKU_17036,0,74,49,0,49
SKU_17036,0,68,47,0,47
SKU_17036,0,42,37,0,37
SKU_17036,0,46,28,0,28
SKU_17036,0,102,2,0,2
SKU_17248,0,30,175,3,172
SKU_17248,0,96,60,0,60
SKU_17248,0,126,57,0,57
SKU_17248,0,150,57,0,57
SKU_17248,0,102,30,0,30
SKU_17248,0,110,29,0,29
SKU_17248,0,114,20,0,20
SKU_17248,0,162,16,0,16
SKU_17248,0,156,13,0,13
SKU_17248,0,134,12,0,12
SKU_17248,0,94,11,0,11
SKU_17248,0,146,6,0,6
SKU_17248,0,44,4,0,4
SKU_17248,0,152,3,0,3
SKU_17248,0,140,1,0,1
SKU_20663,0,30,80,5,75
SKU_20663,0,32,17,0,17
SKU_20663,0,130,2,0,2
SKU_17172,0,34,79,13,66
SKU_17172,0,38,39,0,39
SKU_17172,0,30,14,0,14
SKU_19450,0,121,90,4,86
SKU_19450,0,123,76,0,76
SKU_19450,0,77,6,0,6
SKU_19450,0,31,1,0,1
SKU_19450,0,144,1,0,1
SKU_13859,0,31,53,1,52
SKU_13859,0,33,42,0,42
SKU_15931,0,145,17,7,10
SKU_15931,0,98,5,0,5
SKU_15931,0,103,4,0,4
SKU_15931,0,31,2,0,2
SKU_17505,0,31,119,28,91
SKU_17505,0,99,116,0,116
SKU_17505,0,109,71,0,71
SKU_17505,0,122,10,0,10
SKU_63,0,37,127,27,100
SKU_63,0,35,53,0,53
SKU_63,0,31,39,0,39
SKU_742,0,31,152,58,94
SKU_742,0,35,119,0,119
SKU_742,0,33,115,0,115
SKU_742,0,161,1,0,1
SKU_20585,0,87,83,16,67
SKU_20585,0,31,1,0,1
SKU_20585,0,60,1,0,1
SKU_13058,0,51,106,56,50
SKU_13058,0,69,68,0,68
SKU_13058,0,73,67,0,67
SKU_13058,0,43,61,0,61
SKU_13058,0,31,53,0,53
SKU_13058,0,86,52,0,52
SKU_13058,0,41,9,0,9
SKU_13058,0,55,9,0,9
SKU_13058,0,71,1,0,1
SKU_13058,0,150,1,0,1
SKU_17748,0,31,134,30,104
SKU_17748,0,41,97,0,97
SKU_17748,0,43,91,0,91
SKU_17748,0,35,48,0,48
SKU_22076,0,31,43,3,40
SKU_22076,0,43,3,0,3
SKU_3460,0,31,65,14,51
SKU_3460,0,33,17,0,17
SKU_3466,0,31,50,9,41
SKU_17039,0,34,81,1,80
SKU_17039,0,32,76,0,76
SKU_190,0,32,59,5,54
SKU_190,0,92,4,0,4
SKU_17113,0,116,994,3,991
SKU_17113,0,114,686,0,686
SKU_17113,0,118,416,0,416
SKU_17113,0,124,201,0,201
SKU_17113,0,112,139,0,139
SKU_17113,0,108,138,0,138
SKU_17113,0,126,51,0,51
SKU_17113,0,32,46,0,46
SKU_17113,0,40,33,0,33
SKU_17113,0,46,21,0,21
SKU_4830,0,32,15,8,7
SKU_11115,0,32,14,8,6
SKU_9203,0,32,4,3,1
SKU_9203,0,52,1,0,1
SKU_9203,0,55,1,0,1
SKU_19451,0,139,521,3,518
SKU_19451,0,93,391,0,391
SKU_19451,0,113,300,0,300
SKU_19451,0,37,210,0,210
SKU_19451,0,33,193,0,193
SKU_19451,0,115,168,0,168
SKU_19451,0,125,137,0,137
SKU_19451,0,121,57,0,57
SKU_19451,0,128,46,0,46
SKU_19451,0,131,37,0,37
SKU_19451,0,77,9,0,9
SKU_19451,0,43,5,0,5
SKU_19451,0,47,2,0,2
SKU_19451,0,103,2,0,2
SKU_13404,0,37,152,15,137
SKU_13404,0,33,2,0,2
SKU_100,0,39,64,25,39
SKU_100,0,33,50,0,50
SKU_100,0,45,17,0,17
SKU_100,0,41,9,0,9
SKU_100,0,53,2,0,2
SKU_100,0,163,1,0,1
SKU_960,0,81,42,6,36
SKU_960,0,45,17,0,17
SKU_960,0,33,14,0,14
SKU_960,0,39,12,0,12
SKU_11093,0,33,7,3,4
SKU_823,0,35,122,33,89
SKU_823,0,33,83,0,83
SKU_829,0,35,82,22,60
SKU_829,0,33,46,0,46
SKU_20199,0,33,34,3,31
SKU_21,0,40,271,14,257
SKU_21,1,125,236,0,236
SKU_21,0,42,140,0,140
SKU_21,0,34,72,0,72
SKU_21,0,36,68,0,68
SKU_21,0,50,2,0,2
SKU_21,0,132,1,0,1
SKU_21,1,152,1,0,1
SKU_19497,0,140,41,2,39
SKU_19497,0,34,32,0,32
SKU_19497,0,132,20,0,20
SKU_19497,0,53,19,0,19
SKU_19497,0,148,11,0,11
SKU_19497,0,38,1,0,1
SKU_19497,0,142,1,0,1
SKU_930,0,34,81,12,69
SKU_13030,0,35,136,38,98
SKU_13030,0,115,65,0,65
SKU_13002,0,61,68,43,25
SKU_13002,0,35,41,0,41
SKU_111,0,35,50,2,48
SKU_111,0,77,17,0,17
SKU_111,0,37,4,0,4
SKU_6,0,35,143,14,129
SKU_6,0,37,90,0,90
SKU_14261,0,49,161,38,123
SKU_14261,0,35,117,0,117
SKU_14261,0,39,2,0,2
SKU_3025,0,37,151,41,110
SKU_3025,0,39,80,0,80
SKU_3025,0,35,59,0,59
SKU_3025,0,41,25,0,25
SKU_5472,0,35,48,2,46
SKU_5472,0,65,11,0,11
SKU_21548,0,35,1,1,0
SKU_11074,0,35,7,4,3
SKU_15256,0,35,50,5,45
SKU_19668,0,53,120,26,94
SKU_19668,0,35,91,0,91
SKU_19668,0,51,82,0,82
SKU_19668,0,161,1,0,1
SKU_1026,0,39,215,33,182
SKU_1026,0,35,83,0,83
SKU_1278,2,79,56,2,54
SKU_1278,2,77,29,0,29
SKU_1278,0,56,2,0,2
SKU_1278,1,87,2,0,2
SKU_1278,0,36,1,0,1
SKU_1278,0,40,1,0,1
SKU_1278,0,50,1,0,1
SKU_1278,0,54,1,0,1
SKU_1278,0,78,1,0,1
SKU_17954,0,40,276,1,275
SKU_17954,0,56,232,0,232
SKU_17954,0,44,153,0,153
SKU_17954,0,114,69,0,69
SKU_17954,0,54,62,0,62
SKU_17954,0,36,56,0,56
SKU_17954,0,58,30,0,30
SKU_17954,0,42,26,0,26
