max_combinations,top_corredores_limit,max_iterations,tempo_total,media_distancia,quantidade_caixas_nao_preenchidas,caixas_nao_preenchidas
1000,5,5,1950.9589369297028,142.18312757201647,128,"[67, 249, 462, 463, 465, 466, 467, 468, 469, 470, 471, 472, 479, 480, 481, 488, 501, 635, 796, 1178, 1768, 2017, 2596, 2604, 2931, 3218, 3220, 3401, 3514, 3593, 3597, 3600, 3849, 3853, 3874, 4257, 4290, 4292, 4296, 4590, 4599, 4605, 4619, 4624, 5058, 5079, 5080, 5081, 5095, 5247, 5750, 5753, 5770, 5773, 5775, 5795, 5797, 5799, 5800, 5802, 5805, 5822, 5826, 5830, 5836, 5839, 5925, 5927, 5928, 5929, 5930, 5931, 5932, 5933, 5934, 5935, 5936, 5937, 5938, 5941, 5942, 5943, 5946, 5947, 5949, 5950, 5951, 5952, 5953, 5956, 5963, 5964, 5965, 5966, 5973, 6002, 6071, 6112, 6128, 6148, 6174, 6183, 6293, 6406, 6605, 6663, 6665, 6666, 6667, 6668, 6670, 6671, 6672, 6673, 6674, 6675, 6712, 6734, 6752, 6858, 6860, 6883, 6884, 6886, 6893, 6897, 6898, 6899]"
